system:time_start,B1,B1_interpolate
2017-02-22,8785.0,8785.0
2017-02-23,,8388.5
2017-02-24,,8388.5
2017-02-25,7992.0,7992.0
2017-02-26,,7992.0
2017-02-27,,7992.0
2017-02-28,,8117.5
2017-03-01,,7992.0
2017-03-02,,8117.5
2017-03-03,,8038.0
2017-03-04,,8038.0
2017-03-05,,8059.0
2017-03-06,,8059.0
2017-03-07,,8059.0
2017-03-08,,8059.0
2017-03-09,,8059.0
2017-03-10,,8038.0
2017-03-11,,8059.0
2017-03-12,,8059.0
2017-03-13,6898.0,6898.0
2017-03-14,,8161.5
2017-03-15,8243.0,8243.0
2017-03-16,7515.0,7515.0
2017-03-17,8315.0,8315.0
2017-03-18,8038.0,8038.0
2017-03-19,,8080.0
2017-03-20,8080.0,8080.0
2017-03-21,,8080.0
2017-03-22,,8080.0
2017-03-23,,8080.0
2017-03-24,,8080.0
2017-03-25,,8080.0
2017-03-26,8754.0,8754.0
2017-03-27,,8059.0
2017-03-28,,8059.0
2017-03-29,8533.0,8533.0
2017-03-30,,8161.5
2017-03-31,,8197.5
2017-04-01,,8424.0
2017-04-02,,8533.0
2017-04-03,7230.0,7230.0
2017-04-04,8854.0,8854.0
2017-04-05,6107.0,6107.0
2017-04-06,,8719.0
2017-04-07,,8719.0
2017-04-08,,8719.0
2017-04-09,,8719.0
2017-04-10,5275.0,5275.0
2017-04-11,,8626.0
2017-04-12,,8626.0
2017-04-13,,8533.0
2017-04-14,8719.0,8719.0
2017-04-15,8820.0,8820.0
2017-04-16,9132.0,9132.0
2017-04-17,,8820.0
2017-04-18,6262.0,6262.0
2017-04-19,,8837.0
2017-04-20,9022.0,9022.0
2017-04-21,,9073.5
2017-04-22,,9044.0
2017-04-23,,9033.0
2017-04-24,,9033.0
2017-04-25,,9033.0
2017-04-26,,9044.0
2017-04-27,,9044.0
2017-04-28,8172.0,8172.0
2017-04-29,,9044.0
2017-04-30,9161.0,9161.0
2017-05-01,9146.0,9146.0
2017-05-02,9245.0,9245.0
2017-05-03,9387.0,9387.0
2017-05-04,6118.0,6118.0
2017-05-05,9143.0,9143.0
2017-05-06,9125.0,9125.0
2017-05-07,9044.0,9044.0
2017-05-08,7845.0,7845.0
2017-05-09,,9084.5
2017-05-10,,9044.0
2017-05-11,,8986.5
2017-05-12,,8929.0
2017-05-13,9227.0,9227.0
2017-05-14,5340.0,5340.0
2017-05-15,8502.0,8502.0
2017-05-16,9162.0,9162.0
2017-05-17,9525.0,9525.0
2017-05-18,,8915.0
2017-05-19,,8876.5
2017-05-20,,8876.5
2017-05-21,,8684.0
2017-05-22,8193.0,8193.0
2017-05-23,3741.0,3741.0
2017-05-24,8530.0,8530.0
2017-05-25,8915.0,8915.0
2017-05-26,8929.0,8929.0
2017-05-27,8838.0,8838.0
2017-05-28,9096.0,9096.0
2017-05-29,,8530.0
2017-05-30,,8530.0
2017-05-31,6651.0,6651.0
2017-06-01,,8493.5
2017-06-02,,8457.0
2017-06-03,,8457.0
2017-06-04,5490.0,5490.0
2017-06-05,5914.0,5914.0
2017-06-06,8633.0,8633.0
2017-06-07,,8457.0
2017-06-08,,8493.5
2017-06-09,,8457.0
2017-06-10,,8350.0
2017-06-11,,8243.0
2017-06-12,6258.0,6258.0
2017-06-13,9173.0,9173.0
2017-06-14,8457.0,8457.0
2017-06-15,,6651.0
2017-06-16,8243.0,8243.0
2017-06-17,,6086.0
2017-06-18,,5914.0
2017-06-19,,5702.0
2017-06-20,,5342.5
2017-06-21,,4856.5
2017-06-22,7681.0,7681.0
2017-06-23,,4942.0
2017-06-24,,4942.0
2017-06-25,,4942.0
2017-06-26,,4942.0
2017-06-27,,4942.0
2017-06-28,,4856.5
2017-06-29,4524.0,4524.0
2017-06-30,4273.0,4273.0
2017-07-01,2264.0,2264.0
2017-07-02,4317.0,4317.0
2017-07-03,4280.0,4280.0
2017-07-04,4771.0,4771.0
2017-07-05,4476.0,4476.0
2017-07-06,4942.0,4942.0
2017-07-07,5297.0,5297.0
2017-07-08,5104.0,5104.0
2017-07-09,,4476.0
2017-07-10,,4476.0
2017-07-11,,4476.0
2017-07-12,,4476.0
2017-07-13,,4476.0
2017-07-14,,4401.5
2017-07-15,,4322.0
2017-07-16,3665.0,3665.0
2017-07-17,4327.0,4327.0
2017-07-18,4587.0,4587.0
2017-07-19,,4476.0
2017-07-20,,4401.5
2017-07-21,,4457.0
2017-07-22,,4316.0
2017-07-23,,4218.0
2017-07-24,,4131.0
2017-07-25,,4131.0
2017-07-26,,4131.0
2017-07-27,,4131.0
2017-07-28,,4131.0
2017-07-29,4305.0,4305.0
2017-07-30,1613.0,1613.0
2017-07-31,,4131.0
2017-08-01,,4218.0
2017-08-02,291.0,291.0
2017-08-03,,1613.0
2017-08-04,,1125.0
2017-08-05,4859.0,4859.0
2017-08-06,4131.0,4131.0
2017-08-07,637.0,637.0
2017-08-08,,1125.0
2017-08-09,,1125.0
2017-08-10,,1125.0
2017-08-11,,637.0
2017-08-12,,637.0
2017-08-13,,637.0
2017-08-14,,464.0
2017-08-15,,291.0
2017-08-16,,291.0
2017-08-17,83.0,83.0
2017-08-18,,637.0
2017-08-19,214.0,214.0
2017-08-20,,637.0
2017-08-21,,425.5
2017-08-22,,214.0
2017-08-23,,169.5
2017-08-24,,169.5
2017-08-25,,169.5
2017-08-26,125.0,125.0
2017-08-27,,169.5
2017-08-28,,169.5
2017-08-29,,169.5
2017-08-30,,169.5
2017-08-31,,169.5
2017-09-01,675.0,675.0
2017-09-02,,
2017-09-03,,186.5
2017-09-04,,164.5
2017-09-05,,159.0
2017-09-06,,164.5
2017-09-07,,164.5
2017-09-08,,164.5
2017-09-09,,164.5
2017-09-10,,164.5
2017-09-11,,170.0
2017-09-12,,170.0
2017-09-13,,170.0
2017-09-14,,170.0
2017-09-15,,170.0
2017-09-16,,170.0
2017-09-17,,
2017-09-18,159.0,159.0
2017-09-19,170.0,170.0
2017-09-20,139.0,139.0
2017-09-21,310.0,310.0
2017-09-22,,240.0
2017-09-23,,240.0
2017-09-24,,240.0
2017-09-25,,240.0
2017-09-26,,310.0
2017-09-27,,310.0
2017-09-28,,310.0
2017-09-29,,1102.0
2017-09-30,,1102.0
2017-10-01,,1894.0
2017-10-02,4705.0,4705.0
2017-10-03,,1894.0
2017-10-04,,2279.5
2017-10-05,,2665.0
2017-10-06,,3617.5
2017-10-07,2665.0,2665.0
2017-10-08,,4570.0
2017-10-09,,4570.0
2017-10-10,,4570.0
2017-10-11,1894.0,1894.0
2017-10-12,,4570.0
2017-10-13,,4570.0
2017-10-14,4570.0,4570.0
2017-10-15,,4570.0
2017-10-16,6953.0,6953.0
2017-10-17,,
2017-10-18,,
2017-10-19,,
2017-10-20,,
2017-10-21,,
2017-10-22,,
2017-10-23,,
