system:time_start,B2,B2_interpolate,B2_interpolate_phenology
2017-02-21,0.723,0.723,
2017-02-22,0.7044999999999999,0.7044999999999999,
2017-02-23,,0.6744999999999999,
2017-02-24,0.6445,0.6445,
2017-02-25,0.725,0.725,
2017-02-26,,0.714,
2017-02-27,0.703,0.703,
2017-02-28,,0.6563333333333333,
2017-03-01,,0.6275,
2017-03-02,0.552,0.552,
2017-03-03,,0.6476,
2017-03-04,,0.6532222222222221,
2017-03-05,,0.6476,
2017-03-06,,0.6305666666666667,
2017-03-07,,0.623,
2017-03-08,,0.6476,
2017-03-09,,0.623,
2017-03-10,,0.6175740740740739,
2017-03-11,,0.6476,
2017-03-12,0.694,0.694,
2017-03-13,0.76,0.76,
2017-03-14,0.609,0.609,
2017-03-15,,0.4589999999999999,
2017-03-16,0.309,0.309,
2017-03-17,0.826,0.826,
2017-03-18,0.766,0.766,
2017-03-19,0.746,0.746,
2017-03-20,0.775,0.775,
2017-03-21,,0.6655,
2017-03-22,0.556,0.556,
2017-03-23,,0.532,
2017-03-24,0.508,0.508,
2017-03-25,,0.656,
2017-03-26,0.804,0.804,
2017-03-27,,0.8160000000000001,
2017-03-28,0.8280000000000001,0.8280000000000001,
2017-03-29,,0.8220000000000001,
2017-03-30,,0.8036428571428571,
2017-03-31,,0.8280000000000001,
2017-04-01,,0.8405,
2017-04-02,,0.8405,
2017-04-03,,0.8455999999999999,
2017-04-04,0.853,0.853,
2017-04-05,,0.8455999999999999,
2017-04-06,,0.853,
2017-04-07,,0.8534999999999999,
2017-04-08,,0.853,FU
2017-04-09,,0.8549285714285714,
2017-04-10,,0.853,
2017-04-11,0.854,0.854,
2017-04-12,,0.852,
2017-04-13,0.85,0.85,
2017-04-14,0.869,0.869,
2017-04-15,0.838,0.838,
2017-04-16,0.83,0.83,
2017-04-17,0.851,0.851,
2017-04-18,0.8395,0.8395,
2017-04-19,,0.86175,
2017-04-20,0.884,0.884,
2017-04-21,,0.6885833333333333,
2017-04-22,,0.602,
